unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location.latitude,location.longitude,location.human_address,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,facility_type,road_ramp,due_date,vehicle_type,taxi_company_borough
51941192,2021-09-21T18:06:19Z,2021-09-21T18:26:17Z,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10029,89 EAST  116 STREET,EAST  116 STREET,MADISON AVENUE,METRO NORTH-CONNECTING RAIL LINE,MADISON AVENUE,METRO NORTH-CONNECTING RAIL LINE,ADDRESS,NEW YORK,EAST  116 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2021-09-21T18:06:19Z,11 MANHATTAN,1016220030,MANHATTAN,999832,230570,PHONE,Unspecified,MANHATTAN,40.79952363566291,-73.94372024414999,40.79952363566291,-73.94372024414999,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941193,2021-09-21T21:18:24Z,2021-09-21T21:18:24Z,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,NA,11418,85-60 116 STREET,116 STREET,NA,NA,NA,NA,ADDRESS,Richmond Hill,NA,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2021-09-21T04:00:00Z,09 QUEENS,4092230029,QUEENS,1030260,194616,UNKNOWN,Unspecified,QUEENS,40.70073311948781,-73.83406521899431,40.70073311948781,-73.83406521899431,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941194,2021-09-21T23:15:55Z,2021-09-22T05:27:45Z,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11436,142-41 122 AVENUE,122 AVENUE,DEAD END,143 STREET,DEAD END,143 STREET,ADDRESS,JAMAICA,122 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-09-22T09:27:50Z,12 QUEENS,4120400135,QUEENS,1040872,185313,PHONE,Unspecified,QUEENS,40.67513704994427,-73.79587141665246,40.67513704994427,-73.79587141665246,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941195,2021-09-21T13:25:04Z,NA,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,11233,155 CHAUNCEY STREET,CHAUNCEY STREET,STUYVESANT AVENUE,MALCOLM X BOULEVARD,STUYVESANT AVENUE,MALCOLM X BOULEVARD,ADDRESS,BROOKLYN,CHAUNCEY STREET,In Progress,NA,NA,03 BROOKLYN,3016860050,BROOKLYN,1003806,187173,PHONE,Unspecified,BROOKLYN,40.68040180931193,-73.92949294365707,40.68040180931193,-73.92949294365707,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941196,2021-09-21T16:25:21Z,NA,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11361,36-01 BELL BOULEVARD,BELL BOULEVARD,36 AVENUE,38 AVENUE,36 AVENUE,38 AVENUE,ADDRESS,BAYSIDE,BELL BOULEVARD,In Progress,NA,NA,11 QUEENS,4061760001,QUEENS,1047082,219090,ONLINE,Unspecified,QUEENS,40.76780454180563,-73.7731684534214,40.76780454180563,-73.7731684534214,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941202,2021-09-21T15:12:30Z,NA,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11357,148-15 12 AVENUE,12 AVENUE,148 STREET,149 STREET,148 STREET,149 STREET,ADDRESS,WHITESTONE,12 AVENUE,In Progress,NA,NA,07 QUEENS,4044840029,QUEENS,1034755,227162,ONLINE,Unspecified,QUEENS,40.790039021193465,-73.81760967822504,40.790039021193465,-73.81760967822504,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941203,2021-09-21T15:11:00Z,NA,DSNY,Department of Sanitation,Dirty Conditions,E5 Loose Rubbish,Sidewalk,10460,1695 BOONE AVENUE,BOONE AVENUE,EAST 173 STREET,EAST 174 STREET,NA,NA,ADDRESS,BRONX,NA,Open,The Department of Sanitation is in the process of investigating this complaint.,NA,03 BRONX,2030100033,BRONX,1016346,243465,ONLINE,Unspecified,BRONX,40.834872206904386,-73.88401263178847,40.834872206904386,-73.88401263178847,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,N/A,NA,NA,NA,NA
51941204,2021-09-21T20:10:33Z,NA,DCA,Department of Consumer Affairs,Consumer Complaint,Garage/Parking Lot,Business,10475,4054 BOSTON ROAD,BOSTON ROAD,ROMBOUTS AVENUE,DE LAVALL AVENUE,ROMBOUTS AVENUE,DE LAVALL AVENUE,ADDRESS,BRONX,BOSTON ROAD,In Progress,NA,NA,12 BRONX,2052740009,BRONX,1031335,261832,PHONE,Unspecified,BRONX,40.88521680841435,-73.82971701204173,40.88521680841435,-73.82971701204173,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941205,2021-09-21T14:49:31Z,2021-09-21T15:00:24Z,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11235,1001 AVENUE X,AVENUE X,CONEY ISLAND AVENUE,EAST   11 STREET,CONEY ISLAND AVENUE,EAST   11 STREET,ADDRESS,BROOKLYN,AVENUE X,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-09-21T19:00:28Z,15 BROOKLYN,3073950032,BROOKLYN,995211,154823,MOBILE,Unspecified,BROOKLYN,40.591622778647555,-73.96053383524404,40.591622778647555,-73.96053383524404,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941206,2021-09-22T02:49:42Z,2021-09-22T03:03:00Z,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,76-03 85 ROAD,85 ROAD,76 STREET,79 STREET,76 STREET,79 STREET,ADDRESS,WOODHAVEN,85 ROAD,Closed,The Police Department issued a summons in response to the complaint.,2021-09-22T07:03:05Z,09 QUEENS,4088460049,QUEENS,1021350,192317,PHONE,Unspecified,QUEENS,40.69446474804133,-73.86621168645792,40.69446474804133,-73.86621168645792,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941207,2021-09-21T21:05:36Z,2021-09-21T23:55:59Z,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11374,63-116 WOODHAVEN BOULEVARD,WOODHAVEN BOULEVARD,FLEET COURT,64 ROAD,FLEET COURT,64 ROAD,ADDRESS,REGO PARK,WOODHAVEN BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2021-09-22T03:56:02Z,05 QUEENS,4030150032,QUEENS,1021200,202207,MOBILE,Unspecified,QUEENS,40.721611054644725,-73.86669833552259,40.721611054644725,-73.86669833552259,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941212,2021-09-21T23:40:06Z,2021-09-22T00:21:49Z,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,11373,92-02 56 AVENUE,56 AVENUE,92 STREET,94 STREET,92 STREET,94 STREET,ADDRESS,ELMHURST,56 AVENUE,Closed,NYC Parks has reviewed the reported condition and corrected the problem.,2021-09-22T04:21:56Z,04 QUEENS,4018720008,QUEENS,1020344,207657,PHONE,Newtown Playground,QUEENS,40.736573490775605,-73.86975722259729,40.736573490775605,-73.86975722259729,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941213,2021-09-21T06:48:04Z,2021-09-21T07:28:39Z,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,75-10 88 AVENUE,88 AVENUE,75 STREET,76 STREET,75 STREET,76 STREET,ADDRESS,WOODHAVEN,88 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-21T11:28:46Z,09 QUEENS,4089000004,QUEENS,1021458,190462,MOBILE,Unspecified,QUEENS,40.6893727538404,-73.86583246821078,40.6893727538404,-73.86583246821078,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941214,2021-09-21T21:48:45Z,2021-09-22T02:00:29Z,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11433,105-07 171 PLACE,171 PLACE,105 AVENUE,107 AVENUE,105 AVENUE,107 AVENUE,ADDRESS,JAMAICA,171 PLACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2021-09-22T06:00:34Z,12 QUEENS,4102410021,QUEENS,1043733,195034,ONLINE,Unspecified,QUEENS,40.70180012041672,-73.78547140799145,40.70180012041672,-73.78547140799145,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941215,2021-09-21T18:15:07Z,2021-09-21T18:51:03Z,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10474,1112 LONGWOOD AVENUE,LONGWOOD AVENUE,GARRISON AVENUE,BARRY STREET,GARRISON AVENUE,BARRY STREET,ADDRESS,BRONX,LONGWOOD AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2021-09-21T22:51:08Z,02 BRONX,2027360252,BRONX,1013682,236143,ONLINE,Unspecified,BRONX,40.81478469209116,-73.89367180701893,40.81478469209116,-73.89367180701893,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941217,2021-09-21T13:22:14Z,NA,DSNY,Department of Sanitation,Dirty Condition,Poster or Sign,Sidewalk,11385,692 SENECA AVENUE,SENECA AVENUE,GATES AVENUE,MYRTLE AVENUE LINE,GATES AVENUE,MYRTLE AVENUE LINE,ADDRESS,RIDGEWOOD,SENECA AVENUE,In Progress,NA,NA,05 QUEENS,4034530035,QUEENS,1009773,195395,ONLINE,Unspecified,QUEENS,40.702954095456164,-73.90794842949742,40.702954095456164,-73.90794842949742,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941218,2021-09-22T03:00:53Z,NA,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11216,1227 PACIFIC STREET,PACIFIC STREET,BEDFORD AVENUE,NOSTRAND AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,PACIFIC STREET,In Progress,NA,NA,08 BROOKLYN,3012000016,BROOKLYN,997550,186222,PHONE,Unspecified,BROOKLYN,40.67780314057835,-73.95205015061913,40.67780314057835,-73.95205015061913,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941221,2021-09-21T13:09:28Z,NA,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11209,8620 3 AVENUE,3 AVENUE,86 STREET,87 STREET,86 STREET,87 STREET,ADDRESS,BROOKLYN,3 AVENUE,In Progress,NA,NA,10 BROOKLYN,3060430046,BROOKLYN,975601,166345,PHONE,Unspecified,BROOKLYN,40.623250865895905,-74.0311563365088,40.623250865895905,-74.0311563365088,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941222,2021-09-22T01:16:18Z,2021-09-22T01:20:17Z,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,10005,60 MAIDEN LANE,MAIDEN LANE,"NASSAU STREET",WILLIAM STREET,"NASSAU STREET",WILLIAM STREET,ADDRESS,NEW YORK,MAIDEN LANE,Closed,The Department of Sanitation collected the requested items.,2021-09-22T05:16:17Z,01 MANHATTAN,1000660001,MANHATTAN,981981,197285,PHONE,Unspecified,MANHATTAN,40.70817821761819,-74.0081840435739,40.70817821761819,-74.0081840435739,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941223,2021-09-22T02:37:36Z,2021-09-22T02:46:15Z,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10471,210 WEST  251 STREET,WEST  251 STREET,BROADWAY,OLD ALBANY POST ROAD,BROADWAY,OLD ALBANY POST ROAD,ADDRESS,BRONX,WEST  251 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-22T06:46:21Z,08 BRONX,2058141155,BRONX,1012753,265651,ONLINE,Unspecified,BRONX,40.895778330135926,-73.89690251115995,40.895778330135926,-73.89690251115995,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941224,2021-09-21T20:53:39Z,2021-09-21T22:04:40Z,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11207,18 STEWART STREET,STEWART STREET,BROADWAY,COOKE COURT,BROADWAY,COOKE COURT,ADDRESS,BROOKLYN,STEWART STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-22T02:04:42Z,04 BROOKLYN,3034740015,BROOKLYN,1010837,187139,ONLINE,Unspecified,BROOKLYN,40.68029016134579,-73.90414358047128,40.68029016134579,-73.90414358047128,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941225,2021-09-21T19:16:38Z,2021-09-21T23:27:58Z,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10466,4312 MATILDA AVENUE,MATILDA AVENUE,EAST  236 STREET,EAST  237 STREET,EAST  236 STREET,EAST  237 STREET,ADDRESS,BRONX,MATILDA AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2021-09-22T03:28:01Z,12 BRONX,2050380038,BRONX,1023550,266016,PHONE,Unspecified,BRONX,40.89673865341889,-73.85784686901039,40.89673865341889,-73.85784686901039,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941226,2021-09-21T18:23:21Z,2021-09-21T19:10:27Z,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11358,33-44 191 STREET,191 STREET,33 AVENUE,35 AVENUE,33 AVENUE,35 AVENUE,ADDRESS,FLUSHING,191 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-21T23:10:31Z,11 QUEENS,4052590028,QUEENS,1042185,218617,ONLINE,Unspecified,QUEENS,40.76653973198776,-73.79085125603439,40.76653973198776,-73.79085125603439,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941233,2021-09-21T15:05:34Z,NA,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11235,3374 SHORE PARKWAY,SHORE PARKWAY,BAY COURT,SHEEPSHEAD BAY ROAD,BAY COURT,SHEEPSHEAD BAY ROAD,ADDRESS,BROOKLYN,SHORE PARKWAY,In Progress,NA,NA,15 BROOKLYN,3087717503,BROOKLYN,997867,152160,ONLINE,Unspecified,BROOKLYN,40.58430969345595,-73.9509760124826,40.58430969345595,-73.9509760124826,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941234,2021-09-21T15:41:25Z,2021-09-21T15:44:14Z,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2021-09-21T19:44:18Z,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,40.72195913199264,-73.80969682426189,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941235,2021-09-21T15:26:39Z,2021-09-21T15:38:00Z,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2021-09-21T19:38:04Z,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,40.72195913199264,-73.80969682426189,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941236,2021-09-22T03:53:32Z,2021-09-22T04:44:52Z,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10303,21 RONALD AVENUE,RONALD AVENUE,BOWLES AVENUE,PULASKI AVENUE,BOWLES AVENUE,PULASKI AVENUE,ADDRESS,STATEN ISLAND,RONALD AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2021-09-22T08:44:58Z,01 STATEN ISLAND,5011680010,STATEN ISLAND,942908,167978,ONLINE,Unspecified,STATEN ISLAND,40.627640862710685,-74.14893636055292,40.627640862710685,-74.14893636055292,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941237,2021-09-21T23:10:41Z,2021-09-22T00:48:20Z,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10305,249 NAUGHTON AVENUE,"NAUGHTON AVENUE",VERA STREET,JOYCE STREET,VERA STREET,JOYCE STREET,ADDRESS,STATEN ISLAND,"NAUGHTON AVENUE",Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-22T04:48:27Z,02 STATEN ISLAND,5035490060,STATEN ISLAND,957659,152328,ONLINE,Unspecified,STATEN ISLAND,40.584741395666555,-74.09573367630193,40.584741395666555,-74.09573367630193,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941238,2021-09-21T22:26:51Z,NA,DCA,Department of Consumer Affairs,Consumer Complaint,Gas Station,Business,11207,2816 ATLANTIC AVENUE,ATLANTIC AVENUE,HENDRIX STREET,SCHENCK AVENUE,HENDRIX STREET,SCHENCK AVENUE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,In Progress,NA,NA,05 BROOKLYN,3039630008,BROOKLYN,1014695,185805,PHONE,Unspecified,BROOKLYN,40.676616207574604,-73.89024003817873,40.676616207574604,-73.89024003817873,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941239,2021-09-21T14:58:24Z,2021-09-21T15:09:34Z,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,Residential Building/House,11225,576 EASTERN PARKWAY,EASTERN PARKWAY,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,EASTERN PARKWAY,Closed,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",2021-09-21T15:09:34Z,09 BROOKLYN,3012690020,BROOKLYN,998311,183303,MOBILE,Unspecified,BROOKLYN,40.66978996683012,-73.9493126440319,40.66978996683012,-73.9493126440319,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941240,2021-09-21T08:01:22Z,2021-09-21T08:06:04Z,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Subway,NA,NA,NA,NA,NA,NA,NA,ADDRESS,NA,NA,Closed,The Department of Homeless Services did not have enough information to act on your request.,2021-09-21T08:06:04Z,Unspecified QUEENS,NA,QUEENS,1037496,194540,MOBILE,Unspecified,QUEENS,40.700483936544096,-73.80796930845322,40.700483936544096,-73.80796930845322,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",J,J Z platform,Platform,NA,NA,NA,NA,NA,NA
51941241,2021-09-22T00:37:00Z,2021-09-22T02:27:00Z,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Noise,Street,10038,59 MAIDEN LANE,MAIDEN LANE,"NASSAU STREET",WILLIAM STREET,"NASSAU STREET",WILLIAM STREET,ADDRESS,NEW YORK,MAIDEN LANE,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2021-09-22T06:24:50Z,01 MANHATTAN,1000670001,MANHATTAN,981968,197317,PHONE,Unspecified,MANHATTAN,40.708266046703514,-74.0082309440472,40.708266046703514,-74.0082309440472,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941242,2021-09-21T17:33:53Z,2021-09-21T18:10:11Z,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11206,220 MOORE STREET,MOORE STREET,BUSHWICK AVENUE,WHITE STREET,BUSHWICK AVENUE,WHITE STREET,ADDRESS,BROOKLYN,MOORE STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2021-09-21T22:10:15Z,01 BROOKLYN,3031090035,BROOKLYN,1001992,195924,MOBILE,Unspecified,BROOKLYN,40.70442509777545,-73.93601007536282,40.70442509777545,-73.93601007536282,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941243,2021-09-21T14:55:21Z,2021-09-21T19:25:35Z,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10460,1695 BOONE AVENUE,BOONE AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,ADDRESS,BRONX,BOONE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-21T23:25:37Z,03 BRONX,2030100033,BRONX,1016346,243465,ONLINE,Unspecified,BRONX,40.834872206904386,-73.88401263178847,40.834872206904386,-73.88401263178847,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941244,2021-09-21T17:57:56Z,2021-09-21T19:00:30Z,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11238,GRAND ARMY PLAZA,GRAND ARMY PLAZA,FLATBUSH AVENUE,PLAZA ST WEST,FLATBUSH AVENUE,PLAZA ST WEST,UNRECOGNIZED,BROOKLYN,GRAND ARMY PLAZA,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2021-09-21T23:00:36Z,55 BROOKLYN,3200089999,BROOKLYN,992539,184831,ONLINE,Unspecified,BROOKLYN,40.67399126989863,-73.97011777647462,40.67399126989863,-73.97011777647462,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51941245,2021-09-21T20:25:43Z,NA,DOHMH,Department of Health and Mental Hygiene,Day Care,Day Care Facility,Private School,11379,84-02 60 AVENUE,60 AVENUE,84 STREET,84 PLACE,84 STREET,84 PLACE,ADDRESS,MIDDLE VILLAGE,60 AVENUE,In Progress,NA,NA,05 QUEENS,4028990001,QUEENS,1018525,204744,ONLINE,Unspecified,QUEENS,40.72858526542852,-73.87633579237243,40.72858526542852,-73.87633579237243,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
